name,smarts,S_k,S_t,S_e,depth,n_atoms
daylight_examples.smarts_203,"[$([$([NX3H2,NX4H3+]),$([NX3H](C)(C))][CX4H2][CX3](=[OX1])[OX2H,OX1-,N])]",0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_204,"[$([NX3H2,NX4H3+]),$([NX3H](C)(C))][CX4H]([*])[CX3](=[OX1])[OX2H,OX1-,N]",0.18181818181818182,0.2121212121212121,0.7720414016710313,11,6
daylight_examples.smarts_205,[CH3X4],0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_206,"[$([NX3H2,NX4H3+]),$([NX3H](C)(C))][CX4H]([CH3X4])[CX3](=[OX1])[OX2H,OX1-,N]([$([CH3X4]),$([CH2X4][CH2X4][CH2X4][NHX3][CH0X3](=[NH2X3+,NHX2+0])[NH2X3]),$([CH2X4][CX3](=[OX1])[NX3H2]),$([CH2X4][CX3](=[OX1])[OH0-,OH]),$([CH2X4][SX2H,SX1H0-]),$([CH2X4][CH2X4][CX3](=[OX1])[OH0-,OH]),$([CH2X4][#6X3]1:[$([#7X3H+,#7X2H0+0]:[#6X3H]:[#7X3H]),$([#7X3H])]:[#6X3H]:[$([#7X3H+,#7X2H0+0]:[#6X3H]:[#7X3H]),$([#7X3H])]:[#6X3H]1),$([CHX4]([CH3X4])[CH2X4][CH3X4]),$([CH2X4][CHX4]([CH3X4])[CH3X4]),$([CH2X4][CH2X4][CH2X4][CH2X4][NX4+,NX3+0]),$([CH2X4][CH2X4][SX2][CH3X4]),$([CH2X4][cX3]1[cX3H][cX3H][cX3H][cX3H][cX3H]1),$([CH2X4][OX2H]),$([CHX4]([CH3X4])[OX2H]),$([CH2X4][cX3]1[cX3H][nX3H][cX3]2[cX3H][cX3H][cX3H][cX3H][cX3]12),$([CH2X4][cX3]1[cX3H][cX3H][cX3]([OHX2,OH0X1-])[cX3H][cX3H]1),$([CHX4]([CH3X4])[CH3X4])])",0.19230769230769232,0.20512820512820512,0.7690021455453554,13,7
daylight_examples.smarts_207,"[$([$([NX3H,NX4H2+]),$([NX3](C)(C)(C))]1[CX4H]([CH2][CH2][CH2]1)[CX3](=[OX1])[OX2H,OX1-,N]),$([$([NX3H2,NX4H3+]),$([NX3H](C)(C))][CX4H2][CX3](=[OX1])[OX2H,OX1-,N]),$([$([NX3H2,NX4H3+]),$([NX3H](C)(C))][CX4H]([$([CH3X4]),$([CH2X4][CH2X4][CH2X4][NHX3][CH0X3](=[NH2X3+,NHX2+0])[NH2X3]),$([CH2X4][CX3](=[OX1])[NX3H2]),$([CH2X4][CX3](=[OX1])[OH0-,OH]),$([CH2X4][SX2H,SX1H0-]),$([CH2X4][CH2X4][CX3](=[OX1])[OH0-,OH]),$([CH2X4][#6X3]1:[$([#7X3H+,#7X2H0+0]:[#6X3H]:[#7X3H]),$([#7X3H])]:[#6X3H]:[$([#7X3H+,#7X2H0+0]:[#6X3H]:[#7X3H]),$([#7X3H])]:[#6X3H]1),$([CHX4]([CH3X4])[CH2X4][CH3X4]),$([CH2X4][CHX4]([CH3X4])[CH3X4]),$([CH2X4][CH2X4][CH2X4][CH2X4][NX4+,NX3+0]),$([CH2X4][CH2X4][SX2][CH3X4]),$([CH2X4][cX3]1[cX3H][cX3H][cX3H][cX3H][cX3H]1),$([CH2X4][OX2H]),$([CHX4]([CH3X4])[OX2H]),$([CH2X4][cX3]1[cX3H][nX3H][cX3]2[cX3H][cX3H][cX3H][cX3H][cX3]12),$([CH2X4][cX3]1[cX3H][cX3H][cX3]([OHX2,OH0X1-])[cX3H][cX3H]1),$([CHX4]([CH3X4])[CH3X4])])[CX3](=[OX1])[OX2H,OX1-,N])]",0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_208,"[$([NX3,NX4+][CX4H]([*])[CX3](=[OX1])[O,N]);!$([$([$([NX3H,NX4H2+]),$([NX3](C)(C)(C))]1[CX4H]([CH2][CH2][CH2]1)[CX3](=[OX1])[OX2H,OX1-,N]),$([$([NX3H2,NX4H3+]),$([NX3H](C)(C))][CX4H2][CX3](=[OX1])[OX2H,OX1-,N]),$([$([NX3H2,NX4H3+]),$([NX3H](C)(C))][CX4H]([$([CH3X4]),$([CH2X4][CH2X4][CH2X4][NHX3][CH0X3](=[NH2X3+,NHX2+0])[NH2X3]),$([CH2X4][CX3](=[OX1])[NX3H2]),$([CH2X4][CX3](=[OX1])[OH0-,OH]),$([CH2X4][SX2H,SX1H0-]),$([CH2X4][CH2X4][CX3](=[OX1])[OH0-,OH]),$([CH2X4][#6X3]1:[$([#7X3H+,#7X2H0+0]:[#6X3H]:[#7X3H]),$([#7X3H])]:[#6X3H]:[$([#7X3H+,#7X2H0+0]:[#6X3H]:[#7X3H]),$([#7X3H])]:[#6X3H]1),$([CHX4]([CH3X4])[CH2X4][CH3X4]),$([CH2X4][CHX4]([CH3X4])[CH3X4]),$([CH2X4][CH2X4][CH2X4][CH2X4][NX4+,NX3+0]),$([CH2X4][CH2X4][SX2][CH3X4]),$([CH2X4][cX3]1[cX3H][cX3H][cX3H][cX3H][cX3H]1),$([CH2X4][OX2H]),$([CHX4]([CH3X4])[OX2H]),$([CH2X4][cX3]1[cX3H][nX3H][cX3]2[cX3H][cX3H][cX3H][cX3H][cX3]12),$([CH2X4][cX3]1[cX3H][cX3H][cX3]([OHX2,OH0X1-])[cX3H][cX3H]1),$([CHX4]([CH3X4])[CH3X4])])[CX3](=[OX1])[OX2H,OX1-,N])])]",0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_209,"[$(*-[NX2-]-[NX2+]#[NX1]),$(*-[NX2]=[NX2+]=[NX1-])]",0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_210,"[$([NX1-]=[NX2+]=[NX1-]),$([NX1]#[NX2+]-[NX1-2])]",0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_212,[$([CX3]=[OX1])],0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_213,[$([OX1]=[CX3])],0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_214,[#16X2H0],0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_215,[#16X2H0][!#16],0.16666666666666666,0.0,0.7777777777777777,3,2
daylight_examples.smarts_216,[#16X2H0][#16X2H0],0.16666666666666666,0.0,0.7777777777777777,3,2
daylight_examples.smarts_217,[#16X2H0][!#16].[#16X2H0][!#16],0.16666666666666666,0.0,0.8271604938271604,6,4
daylight_examples.smarts_218,"[OX2H,OX1H0-]",0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_219,[OX2H0],0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_220,"[H1,H0-]",0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_224,"[NX3;H2,H1;!$(NC=O)].[NX3;H2,H1;!$(NC=O)]",0.0,0.7222222222222222,0.0,2,2
daylight_examples.smarts_225,"[OX2,OX1-][OX2,OX1-]",0.16666666666666666,0.0,0.7777777777777777,3,2
daylight_examples.smarts_226,"[O;X2,X1-][O;X2,X1-]",0.16666666666666666,0.0,0.7777777777777777,3,2
daylight_examples.smarts_227,"[N&X4&+,N&X3&+0]",0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_228,"[*!H0,#1]",0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_229,"[#6!H0,#1]",0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_230,"[H,#1]",0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_231,"[!H0;F,Cl,Br,I,N+,$([OH]-*=[!#6]),+]",0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_232,[CX3](=O)[OX2H1],0.1,0.26666666666666666,0.7814814814814814,5,3
daylight_examples.smarts_233,"[CX3](=O)[OX1H0-,OX2H1]",0.1,0.26666666666666666,0.7814814814814814,5,3
daylight_examples.smarts_234,[$([OH]-*=[!#6])],0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_235,"[$(P(=[OX1])([$([OX2H]),$([OX1-]),$([OX2]P)])([$([OX2H]),$([OX1-]),$([OX2]P)])[$([OX2H]),$([OX1-]),$([OX2]P)]),$([P+]([OX1-])([$([OX2H]),$([OX1-]),$([OX2]P)])([$([OX2H]),$([OX1-]),$([OX2]P)])[$([OX2H]),$([OX1-]),$([OX2]P)])]",0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_236,"[$([#16X4](=[OX1])(=[OX1])([#6])[OX2H,OX1H0-]),$([#16X4+2]([OX1-])([OX1-])([#6])[OX2H,OX1H0-])]",0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_237,"[CX3](=[OX1])[F,Cl,Br,I]",0.1,0.26666666666666666,0.7814814814814814,5,3
daylight_examples.smarts_238,[NX2-],0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_239,[OX2H+]=*,0.0,0.3333333333333333,0.7777777777777777,3,2
daylight_examples.smarts_240,[OX3H2+],0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_241,[#6+],0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_242,[$([cX2+](:*):*)],0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_243,"[$([NX1-]=[NX2+]=[NX1-]),$([NX1]#[NX2+]-[NX1-2])]",0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_244,[+1]~*~*~[-1],0.21428571428571427,0.0,0.7795414462081128,7,4
daylight_examples.smarts_245,"[$([!-0!-1!-2!-3!-4]~*~[!+0!+1!+2!+3!+4]),$([!-0!-1!-2!-3!-4]~*~*~[!+0!+1!+2!+3!+4]),$([!-0!-1!-2!-3!-4]~*~*~*~[!+0!+1!+2!+3!+4]),$([!-0!-1!-2!-3!-4]~*~*~*~*~[!+0!+1!+2!+3!+4]),$([!-0!-1!-2!-3!-4]~*~*~*~*~*~[!+0!+1!+2!+3!+4]),$([!-0!-1!-2!-3!-4]~*~*~*~*~*~*~[!+0!+1!+2!+3!+4]),$([!-0!-1!-2!-3!-4]~*~*~*~*~*~*~*~[!+0!+1!+2!+3!+4]),$([!-0!-1!-2!-3!-4]~*~*~*~*~*~*~*~*~[!+0!+1!+2!+3!+4]),$([!-0!-1!-2!-3!-4]~*~*~*~*~*~*~*~*~*~[!+0!+1!+2!+3!+4])]",0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_247,"[#6,#7;R0]=[#8]",0.0,0.3333333333333333,0.7777777777777777,3,2
daylight_examples.smarts_248,"[!$([#6,F,Cl,Br,I,o,s,nX3,#7v5,#15v5,#16v4,#16v6,*+1,*+2,*+3])]",0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_249,"[!$([#6,H0,-,-2,-3])]",0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_250,"[!H0;#7,#8,#9]",0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_251,"[O,N;!H0]-*~*-*=[$([C,N;R0]=O)]",0.16666666666666666,0.2222222222222222,0.7757201646090535,9,5
daylight_examples.smarts_252,[#6;X3v3+0],0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_253,[#7;X2v4+0],0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_254,"[#8]=[C,N]-aaa[F,Cl,Br,I]",0.09090909090909091,0.522384337199152,0.6178451178451179,11,6
daylight_examples.smarts_255,"[O,N;!H0;R0]",0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_256,"[#8]=[C,N]",0.0,0.3333333333333333,0.7777777777777777,3,2
daylight_examples.smarts_257,"O=[C,N]",0.0,0.3333333333333333,0.7777777777777777,3,2
daylight_examples.smarts_258,A[#6;!$(C(F)(F)F)],0.16666666666666666,0.0,0.7777777777777777,3,2
daylight_examples.smarts_259,"[$(c:cCl),$(c:c:cCl),$(c:c:c:cCl)]-[$(c:cCl),$(c:c:cCl),$(c:c:c:cCl)]",0.16666666666666666,0.0,0.7777777777777777,3,2
daylight_examples.smarts_260,[nX3r5+]:c:n,0.0,0.7489711934156378,0.0,5,3
daylight_examples.smarts_261,"[c;$([*Cl]),$([*H1])]1ccc(O)c(C)c1",0.0625,0.6249957662280479,0.5069444444444444,16,8
daylight_examples.smarts_262,"Cc1:c(O):c:c:[$(cCl),$([cH])]:c1",0.0625,0.5937457662280479,0.5752314814814814,16,8
daylight_examples.smarts_263,[!#1;!#2;!#3;!#5;!#6;!#7;!#8;!#9;!#11;!#12;!#15;!#16;!#17;!#19;!#20;!#35;!#53],0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_264,c,0.0,0.6666666666666666,0.0,1,1
daylight_examples.smarts_265,[2H],0.0,0.6666666666666666,0.0,1,1
